8,25,0.326,0.276,0.5,0.826,1,0.961
10,25,0.365,0.398,0.528,0.69,1,0.903
8,26,0.316,0.274,0.501,0.83,1,0.964
10,26,0.363,0.387,0.528,0.692,1,0.92
8,27,0.307,0.268,0.496,0.827,1,0.9
10,27,0.369,0.388,0.531,0.686,1,0.922
8,28,0.307,0.269,0.494,0.827,1,0.904
10,28,0.369,0.389,0.531,0.686,1,0.94
8,29,0.299,0.267,0.482,0.824,1,0.895
10,29,0.378,0.379,0.53,0.687,1,0.941
8,30,0.287,0.254,0.481,0.82,1,0.887
10,30,0.388,0.382,0.526,0.684,1,0.943
8,31,0.282,0.261,0.484,0.82,1,0.87
10,31,0.387,0.388,0.514,0.682,1,0.963
8,32,0.279,0.272,0.457,0.818,1,0.904
10,32,0.392,0.396,0.504,0.684,1,0.955
8,33,0.277,0.288,0.439,0.812,1,0.928
10,33,0.393,0.403,0.496,0.688,1,0.948
8,34,0.276,0.287,0.441,0.813,1,0.932
10,34,0.393,0.404,0.496,0.688,1,0.959
8,35,0.274,0.306,0.438,0.815,1,0.928
10,35,0.394,0.41,0.496,0.686,1,0.948
8,36,0.272,0.331,0.433,0.813,1,0.916
10,36,0.394,0.413,0.505,0.683,1,0.948
8,37,0.266,0.329,0.428,0.814,1,0.898
10,37,0.393,0.412,0.512,0.684,1,0.961
8,38,0.26,0.318,0.423,0.813,1,0.929
10,38,0.378,0.403,0.52,0.69,1,0.965
8,39,0.245,0.33,0.428,0.81,1,0.92
10,39,0.382,0.403,0.522,0.691,1,0.974
8,40,0.244,0.328,0.427,0.812,1,0.928
10,40,0.382,0.402,0.523,0.691,1,0.979
8,41,0.228,0.346,0.43,0.811,1,0.871
10,41,0.377,0.406,0.519,0.688,1,0.975
8,42,0.223,0.339,0.43,0.81,1,0.906
10,42,0.376,0.405,0.516,0.684,1,0.959
8,43,0.219,0.328,0.435,0.813,1,0.903
10,43,0.372,0.404,0.511,0.68,1,0.964
8,44,0.219,0.344,0.439,0.811,1,0.929
10,44,0.372,0.402,0.5,0.677,1,0.961
8,45,0.217,0.341,0.442,0.812,1,0.897
10,45,0.377,0.401,0.485,0.675,1,0.915
8,46,0.217,0.341,0.443,0.81,1,0.932
10,46,0.377,0.402,0.485,0.673,1,0.945
8,47,0.216,0.339,0.452,0.815,1,0.915
10,47,0.383,0.396,0.462,0.669,1,0.907
8,48,0.217,0.344,0.452,0.816,1,0.925
10,48,0.378,0.387,0.46,0.668,1,0.943
8,49,0.226,0.347,0.453,0.814,1,0.917
10,49,0.382,0.388,0.459,0.666,1,0.935
8,50,0.238,0.348,0.458,0.812,1,0.895
10,50,0.377,0.386,0.464,0.668,1,0.938
8,51,0.257,0.341,0.461,0.815,1,0.879
10,51,0.377,0.381,0.473,0.666,1,0.921
8,52,0.257,0.342,0.461,0.816,1,0.867
10,52,0.377,0.381,0.472,0.667,1,0.929
8,53,0.261,0.349,0.465,0.813,1,0.865
10,53,0.379,0.376,0.48,0.669,1,0.869
10,53,0.379,0.377,0.48,0.669,3,0.204
8,54,0.264,0.332,0.476,0.815,1,0.885
10,54,0.385,0.377,0.486,0.665,1,0.943
8,55,0.261,0.332,0.474,0.818,1,0.892
10,55,0.392,0.376,0.497,0.665,1,0.95
8,56,0.259,0.316,0.479,0.813,1,0.885
10,56,0.408,0.38,0.512,0.668,1,0.906
8,57,0.261,0.308,0.486,0.813,1,0.877
10,57,0.416,0.376,0.52,0.668,1,0.816
10,57,0.416,0.376,0.52,0.668,3,0.278
8,58,0.261,0.309,0.487,0.814,1,0.873
10,58,0.416,0.376,0.522,0.666,1,0.925
8,59,0.262,0.303,0.487,0.811,1,0.894
10,59,0.426,0.375,0.524,0.663,1,0.911
8,60,0.266,0.298,0.497,0.809,1,0.889
10,60,0.441,0.375,0.528,0.664,1,0.906
8,61,0.272,0.292,0.502,0.806,1,0.916
10,61,0.448,0.368,0.526,0.665,1,0.915
8,62,0.279,0.278,0.498,0.805,1,0.925
10,62,0.458,0.374,0.531,0.664,1,0.899
8,63,0.288,0.268,0.494,0.803,1,0.945
10,63,0.46,0.376,0.544,0.662,1,0.899
8,64,0.288,0.268,0.493,0.803,1,0.947
10,64,0.46,0.377,0.541,0.663,1,0.91
8,65,0.288,0.258,0.483,0.798,1,0.897
10,65,0.475,0.376,0.552,0.661,1,0.903
8,66,0.292,0.245,0.474,0.796,1,0.893
10,66,0.481,0.378,0.559,0.661,1,0.907
8,67,0.299,0.242,0.488,0.793,1,0.889
10,67,0.482,0.377,0.564,0.664,1,0.904
8,68,0.309,0.241,0.505,0.788,1,0.923
10,68,0.484,0.375,0.569,0.666,1,0.897
8,69,0.301,0.243,0.487,0.788,1,0.933
10,69,0.492,0.376,0.573,0.664,1,0.899
8,70,0.302,0.243,0.488,0.79,1,0.941
10,70,0.492,0.377,0.573,0.664,1,0.912
8,71,0.295,0.257,0.482,0.792,1,0.92
10,71,0.498,0.373,0.572,0.665,1,0.904
8,72,0.291,0.26,0.454,0.793,1,0.918
10,72,0.513,0.374,0.583,0.665,1,0.876
8,73,0.288,0.266,0.454,0.794,1,0.944
10,73,0.503,0.365,0.594,0.664,1,0.89
8,74,0.286,0.275,0.458,0.8,1,0.961
10,74,0.509,0.344,0.602,0.667,1,0.87
8,75,0.292,0.28,0.464,0.804,1,0.957
10,75,0.513,0.338,0.605,0.668,1,0.889
8,76,0.292,0.28,0.464,0.804,1,0.952
10,76,0.512,0.338,0.603,0.667,1,0.866
8,77,0.299,0.27,0.466,0.807,1,0.952
10,77,0.51,0.337,0.605,0.668,1,0.871
8,78,0.304,0.266,0.468,0.808,1,0.963
10,78,0.514,0.332,0.605,0.669,1,0.895
8,79,0.31,0.246,0.48,0.809,1,0.943
10,79,0.515,0.316,0.601,0.671,1,0.908
8,80,0.32,0.237,0.488,0.81,1,0.942
10,80,0.503,0.31,0.595,0.674,1,0.921
8,81,0.33,0.228,0.493,0.813,1,0.949
10,81,0.494,0.314,0.589,0.677,1,0.94
8,82,0.33,0.228,0.493,0.812,1,0.95
10,82,0.494,0.314,0.59,0.678,1,0.919
8,83,0.346,0.212,0.491,0.806,1,0.951
10,83,0.505,0.316,0.58,0.675,1,0.91
8,84,0.364,0.195,0.5,0.803,1,0.939
10,84,0.506,0.313,0.576,0.679,1,0.901
8,85,0.374,0.184,0.515,0.805,1,0.967
10,85,0.501,0.3,0.584,0.685,1,0.922
8,86,0.377,0.183,0.524,0.812,1,0.97
10,86,0.487,0.308,0.578,0.679,1,0.915
8,87,0.374,0.184,0.53,0.812,1,0.953
10,87,0.48,0.334,0.579,0.687,1,0.899
8,88,0.374,0.183,0.53,0.813,1,0.956
10,88,0.48,0.335,0.578,0.684,1,0.892
8,89,0.375,0.188,0.536,0.817,1,0.948
10,89,0.472,0.336,0.57,0.688,1,0.877
8,90,0.383,0.196,0.544,0.825,1,0.956
10,90,0.47,0.312,0.567,0.688,1,0.848
8,91,0.384,0.217,0.555,0.826,1,0.935
10,91,0.462,0.311,0.563,0.694,1,0.889
8,92,0.396,0.232,0.57,0.829,1,0.921
10,92,0.455,0.321,0.557,0.695,1,0.94
8,93,0.408,0.243,0.569,0.829,1,0.932
10,93,0.459,0.322,0.557,0.698,1,0.929
8,94,0.408,0.243,0.569,0.829,1,0.95
10,94,0.461,0.322,0.557,0.698,1,0.917
8,95,0.41,0.254,0.566,0.837,1,0.911
10,95,0.463,0.334,0.55,0.699,1,0.906
8,96,0.404,0.256,0.558,0.839,1,0.909
10,96,0.462,0.333,0.546,0.699,1,0.891
8,97,0.426,0.248,0.544,0.841,1,0.845
10,97,0.459,0.335,0.546,0.698,1,0.888
8,98,0.419,0.241,0.579,0.858,1,0.849
10,98,0.457,0.33,0.536,0.695,1,0.837
8,99,0.406,0.233,0.614,0.866,1,0.905
10,99,0.45,0.332,0.538,0.697,1,0.832
8,100,0.406,0.233,0.616,0.867,1,0.932
10,100,0.449,0.328,0.537,0.696,1,0.838
8,101,0.401,0.219,0.619,0.873,1,0.897
10,101,0.455,0.332,0.535,0.697,1,0.841
8,102,0.388,0.207,0.639,0.878,1,0.684
10,102,0.448,0.335,0.534,0.695,1,0.863
8,103,0.368,0.19,0.647,0.884,1,0.415
10,103,0.44,0.335,0.533,0.694,1,0.856
8,104,0.348,0.197,0.654,0.885,1,0.137
10,104,0.436,0.331,0.528,0.691,1,0.905
8,105,0.338,0.199,0.653,0.887,1,0.131
10,105,0.43,0.316,0.525,0.685,1,0.892
8,106,0.338,0.199,0.653,0.885,1,0.227
10,106,0.429,0.318,0.526,0.689,1,0.87
8,107,0.334,0.19,0.654,0.892,1,0.429
10,107,0.424,0.307,0.517,0.68,1,0.894
8,108,0.336,0.194,0.655,0.895,1,0.838
10,108,0.435,0.289,0.523,0.68,1,0.904
8,109,0.344,0.197,0.653,0.895,1,0.595
10,109,0.435,0.296,0.514,0.678,1,0.898
8,110,0.365,0.206,0.648,0.894,1,0.802
10,110,0.435,0.278,0.51,0.678,1,0.909
8,111,0.4,0.217,0.649,0.893,1,0.34
10,111,0.438,0.269,0.516,0.681,1,0.885
8,112,0.4,0.22,0.648,0.893,1,0.72
10,112,0.439,0.268,0.516,0.677,1,0.897
8,113,0.44,0.235,0.639,0.888,1,0.45
10,113,0.444,0.278,0.518,0.682,1,0.889
8,114,0.461,0.263,0.629,0.89,1,0.733
10,114,0.447,0.275,0.523,0.672,1,0.903
8,115,0.477,0.267,0.616,0.886,1,0.313
10,115,0.453,0.292,0.524,0.676,1,0.905
8,116,0.492,0.293,0.611,0.884,1,0.447
10,116,0.454,0.3,0.529,0.678,1,0.917
8,117,0.494,0.298,0.679,0.881,1,0.27
10,117,0.454,0.306,0.531,0.675,1,0.923
8,118,0.495,0.299,0.68,0.881,1,0.577
10,118,0.453,0.306,0.529,0.671,1,0.898
8,119,0.502,0.332,0.706,0.876,1,0.826
10,119,0.451,0.315,0.536,0.674,1,0.904
8,120,0.51,0.323,0.708,0.871,1,0.861
10,120,0.448,0.307,0.552,0.675,1,0.936
8,121,0.517,0.356,0.703,0.867,1,0.854
10,121,0.442,0.308,0.556,0.672,1,0.94
8,122,0.518,0.335,0.68,0.858,1,0.871
10,122,0.438,0.312,0.553,0.67,1,0.944
8,123,0.511,0.311,0.673,0.859,1,0.896
10,123,0.429,0.31,0.548,0.67,1,0.949
8,124,0.511,0.311,0.673,0.859,1,0.909
10,124,0.429,0.311,0.549,0.668,1,0.956
8,125,0.508,0.31,0.677,0.857,1,0.884
10,125,0.419,0.314,0.541,0.671,1,0.923
8,126,0.482,0.308,0.674,0.851,1,0.876
10,126,0.411,0.314,0.548,0.671,1,0.95
8,127,0.462,0.286,0.68,0.843,1,0.848
10,127,0.411,0.319,0.545,0.67,1,0.95
8,128,0.431,0.27,0.7,0.831,1,0.869
10,128,0.413,0.324,0.545,0.672,1,0.95
8,129,0.467,0.329,0.694,0.82,1,0.844
10,129,0.423,0.313,0.55,0.675,1,0.948
8,130,0.455,0.328,0.7,0.821,1,0.841
10,130,0.423,0.314,0.55,0.674,1,0.951
8,131,0.455,0.293,0.678,0.818,1,0.873
10,131,0.434,0.3,0.553,0.679,1,0.933
8,132,0.471,0.294,0.68,0.814,1,0.888
10,132,0.448,0.273,0.564,0.684,1,0.957
8,133,0.484,0.277,0.678,0.811,1,0.904
10,133,0.458,0.27,0.566,0.687,1,0.943
8,134,0.498,0.268,0.674,0.81,1,0.923
10,134,0.465,0.269,0.565,0.693,1,0.942
8,135,0.521,0.282,0.674,0.808,1,0.923
10,135,0.461,0.259,0.564,0.699,1,0.955
8,136,0.52,0.284,0.674,0.808,1,0.924
10,136,0.46,0.259,0.565,0.698,1,0.93
8,137,0.525,0.313,0.675,0.804,1,0.929
10,137,0.461,0.273,0.56,0.702,1,0.933
8,138,0.525,0.36,0.678,0.804,1,0.923
10,138,0.462,0.282,0.558,0.705,1,0.943
8,139,0.527,0.379,0.682,0.802,1,0.915
10,139,0.465,0.296,0.557,0.705,1,0.932
8,140,0.522,0.386,0.69,0.799,1,0.933
10,140,0.466,0.306,0.551,0.707,1,0.944
8,141,0.513,0.38,0.699,0.8,1,0.912
10,141,0.46,0.304,0.545,0.707,1,0.957
8,142,0.514,0.378,0.699,0.8,1,0.916
10,142,0.46,0.304,0.545,0.707,1,0.95
8,143,0.505,0.388,0.711,0.795,1,0.907
10,143,0.456,0.317,0.538,0.706,1,0.939
8,144,0.492,0.383,0.716,0.789,1,0.905
10,144,0.449,0.316,0.535,0.705,1,0.921
8,145,0.477,0.363,0.707,0.783,1,0.902
10,145,0.44,0.316,0.538,0.706,1,0.92
8,146,0.466,0.367,0.699,0.782,1,0.93
10,146,0.429,0.313,0.535,0.704,1,0.956
8,147,0.451,0.359,0.682,0.776,1,0.919
10,147,0.418,0.31,0.536,0.701,1,0.93
8,148,0.451,0.358,0.682,0.776,1,0.919
10,148,0.418,0.311,0.536,0.701,1,0.941
8,149,0.442,0.346,0.664,0.781,1,0.926
10,149,0.407,0.305,0.531,0.7,1,0.932
8,150,0.436,0.341,0.641,0.781,1,0.906
10,150,0.398,0.294,0.533,0.701,1,0.957
8,151,0.431,0.362,0.624,0.783,1,0.885
8,151,0.432,0.372,0.627,0.785,3,0.119
10,151,0.388,0.291,0.524,0.701,1,0.947
8,152,0.424,0.351,0.609,0.783,1,0.866
10,152,0.385,0.271,0.521,0.699,1,0.948
8,153,0.418,0.366,0.589,0.783,1,0.816
8,153,0.417,0.373,0.594,0.782,3,0.13
10,153,0.386,0.283,0.516,0.697,1,0.937
8,154,0.415,0.372,0.592,0.784,1,0.831
8,154,0.419,0.364,0.586,0.78,3,0.108
10,154,0.386,0.285,0.516,0.696,1,0.941
8,155,0.408,0.339,0.581,0.783,1,0.874
10,155,0.386,0.267,0.508,0.693,1,0.945
8,156,0.399,0.332,0.577,0.784,1,0.873
10,156,0.395,0.27,0.509,0.695,1,0.952
8,157,0.395,0.334,0.569,0.786,1,0.9
10,157,0.4,0.253,0.508,0.695,1,0.933
8,158,0.392,0.324,0.562,0.786,1,0.906
10,158,0.411,0.264,0.502,0.693,1,0.903
8,159,0.389,0.315,0.555,0.78,1,0.915
10,159,0.417,0.251,0.504,0.693,1,0.944
8,160,0.389,0.315,0.555,0.779,1,0.914
10,160,0.417,0.25,0.504,0.693,1,0.922
8,161,0.387,0.316,0.548,0.777,1,0.905
10,161,0.422,0.257,0.519,0.689,1,0.938
8,162,0.386,0.303,0.537,0.774,1,0.913
10,162,0.418,0.264,0.519,0.681,1,0.927
8,163,0.384,0.294,0.525,0.77,1,0.927
10,163,0.421,0.256,0.523,0.679,1,0.919
8,164,0.386,0.296,0.513,0.768,1,0.928
10,164,0.418,0.268,0.519,0.675,1,0.92
8,165,0.39,0.307,0.505,0.766,1,0.91
10,165,0.417,0.267,0.525,0.674,1,0.906
8,166,0.39,0.302,0.505,0.766,1,0.906
10,166,0.418,0.266,0.525,0.675,1,0.902
8,167,0.392,0.296,0.494,0.766,1,0.891
10,167,0.421,0.269,0.527,0.675,1,0.899
8,168,0.391,0.289,0.492,0.766,1,0.893
10,168,0.421,0.273,0.529,0.675,1,0.909
8,169,0.394,0.294,0.493,0.767,1,0.896
10,169,0.423,0.276,0.534,0.676,1,0.644
8,170,0.392,0.286,0.498,0.768,1,0.92
10,170,0.421,0.271,0.536,0.672,1,0.789
8,171,0.393,0.301,0.503,0.772,1,0.914
10,171,0.422,0.278,0.541,0.67,1,0.82
8,172,0.392,0.3,0.503,0.772,1,0.914
10,172,0.423,0.279,0.541,0.669,1,0.881
8,173,0.388,0.311,0.512,0.775,1,0.942
10,173,0.426,0.285,0.542,0.669,1,0.815
8,174,0.375,0.322,0.525,0.779,1,0.943
10,174,0.418,0.295,0.546,0.666,1,0.8
8,175,0.368,0.301,0.537,0.779,1,0.919
10,175,0.422,0.288,0.549,0.665,1,0.891
8,176,0.36,0.298,0.552,0.783,1,0.905
10,176,0.429,0.283,0.548,0.665,1,0.886
8,177,0.347,0.307,0.562,0.783,1,0.917
10,177,0.427,0.272,0.551,0.661,1,0.905
8,178,0.347,0.307,0.563,0.783,1,0.913
10,178,0.428,0.273,0.551,0.662,1,0.92
8,179,0.342,0.344,0.565,0.787,1,0.89
10,179,0.43,0.281,0.552,0.661,1,0.932
8,180,0.342,0.356,0.559,0.788,1,0.927
10,180,0.432,0.281,0.552,0.661,1,0.946
8,181,0.343,0.336,0.549,0.791,1,0.883
10,181,0.431,0.272,0.557,0.657,1,0.968
8,182,0.353,0.266,0.534,0.789,1,0.89
10,182,0.435,0.263,0.56,0.651,1,0.961
8,183,0.37,0.249,0.516,0.794,1,0.929
10,183,0.44,0.273,0.564,0.655,1,0.97
8,184,0.37,0.248,0.516,0.794,1,0.941
10,184,0.44,0.272,0.565,0.653,1,0.938
8,185,0.381,0.248,0.505,0.793,1,0.942
10,185,0.441,0.268,0.563,0.656,1,0.952
8,186,0.393,0.251,0.514,0.794,1,0.937
10,186,0.432,0.284,0.559,0.659,1,0.948
8,187,0.4,0.252,0.517,0.797,1,0.901
10,187,0.438,0.276,0.558,0.66,1,0.925
8,188,0.408,0.263,0.524,0.797,1,0.916
10,188,0.435,0.281,0.553,0.659,1,0.916
8,189,0.422,0.269,0.532,0.8,1,0.909
10,189,0.433,0.289,0.554,0.658,1,0.92
8,190,0.42,0.268,0.529,0.8,1,0.901
10,190,0.433,0.29,0.554,0.658,1,0.904
8,191,0.419,0.279,0.535,0.806,1,0.952
10,191,0.43,0.275,0.553,0.657,1,0.752
8,192,0.418,0.289,0.544,0.809,1,0.95
10,192,0.424,0.276,0.571,0.656,1,0.823
8,193,0.42,0.294,0.552,0.813,1,0.932
10,193,0.422,0.278,0.569,0.653,1,0.89
8,194,0.413,0.29,0.584,0.886,1,0.908
10,194,0.422,0.277,0.574,0.653,1,0.954
8,195,0.408,0.215,0.587,0.89,1,0.938
10,195,0.421,0.276,0.576,0.649,1,0.475
8,196,0.408,0.209,0.588,0.892,1,0.936
10,196,0.421,0.276,0.577,0.645,1,0.847
8,197,0.406,0.202,0.592,0.9,1,0.938
10,197,0.424,0.28,0.574,0.646,1,0.786
8,198,0.407,0.204,0.593,0.904,1,0.933
10,198,0.429,0.285,0.58,0.649,1,0.874
8,199,0.411,0.204,0.591,0.905,1,0.93
10,199,0.435,0.287,0.575,0.651,1,0.837
8,200,0.413,0.198,0.588,0.904,1,0.929
10,200,0.44,0.295,0.574,0.651,1,0.884
8,201,0.412,0.184,0.582,0.905,1,0.922
8,201,0.413,0.18,0.585,0.908,3,0.224
10,201,0.444,0.294,0.571,0.647,1,0.91
8,202,0.412,0.184,0.582,0.906,1,0.924
8,202,0.412,0.185,0.584,0.907,3,0.295
10,202,0.444,0.294,0.572,0.648,1,0.915
8,203,0.408,0.172,0.577,0.908,3,0.855
8,203,0.403,0.177,0.57,0.908,1,0.794
10,203,0.453,0.301,0.568,0.652,1,0.88
8,204,0.407,0.176,0.561,0.91,1,0.851
8,204,0.411,0.148,0.566,0.911,3,0.734
10,204,0.459,0.3,0.546,0.661,1,0.886
8,205,0.417,0.142,0.549,0.91,1,0.855
8,205,0.417,0.127,0.551,0.914,3,0.645
10,205,0.461,0.305,0.541,0.666,1,0.92
8,206,0.418,0.133,0.548,0.912,1,0.906
8,206,0.42,0.108,0.55,0.917,3,0.221
10,206,0.462,0.324,0.544,0.667,1,0.875
8,207,0.43,0.127,0.55,0.915,1,0.934
10,207,0.472,0.341,0.534,0.662,1,0.853
8,208,0.428,0.121,0.551,0.915,1,0.927
10,208,0.472,0.339,0.534,0.662,1,0.865
8,209,0.421,0.14,0.555,0.911,1,0.884
8,209,0.419,0.125,0.557,0.909,3,0.184
10,209,0.473,0.319,0.541,0.657,1,0.86
8,210,0.423,0.088,0.568,0.912,1,0.899
8,210,0.42,0.08,0.569,0.909,3,0.169
10,210,0.453,0.328,0.563,0.642,1,0.886
8,211,0.42,0.116,0.569,0.913,1,0.925
8,211,0.417,0.089,0.568,0.91,3,0.113
10,211,0.447,0.316,0.574,0.635,1,0.929
8,212,0.419,0.153,0.577,0.914,1,0.916
10,212,0.441,0.319,0.58,0.638,1,0.918
8,213,0.417,0.159,0.579,0.914,1,0.934
10,213,0.44,0.299,0.59,0.639,1,0.911
8,214,0.417,0.158,0.58,0.914,1,0.923
8,214,0.416,0.143,0.581,0.914,3,0.113
10,214,0.439,0.297,0.59,0.64,1,0.903
8,215,0.417,0.173,0.583,0.92,1,0.93
10,215,0.432,0.334,0.6,0.642,1,0.75
10,215,0.433,0.335,0.601,0.648,3,0.162
8,216,0.418,0.2,0.589,0.92,1,0.938
10,216,0.432,0.32,0.611,0.644,1,0.795
10,216,0.434,0.32,0.609,0.651,3,0.151
8,217,0.42,0.177,0.601,0.922,1,0.942
10,217,0.435,0.323,0.619,0.652,3,0.621
10,217,0.436,0.323,0.622,0.651,1,0.314
8,218,0.424,0.197,0.603,0.922,1,0.948
10,218,0.44,0.321,0.622,0.66,3,0.456
10,218,0.439,0.323,0.623,0.657,1,0.227
8,219,0.429,0.178,0.602,0.922,1,0.955
10,219,0.444,0.324,0.616,0.665,3,0.518
10,219,0.443,0.321,0.617,0.662,4,0.138
8,220,0.429,0.177,0.603,0.922,1,0.957
10,220,0.444,0.324,0.617,0.665,3,0.613
10,220,0.443,0.32,0.618,0.662,4,0.146
8,221,0.439,0.149,0.6,0.926,1,0.946
10,221,0.451,0.32,0.61,0.671,3,0.532
10,221,0.453,0.317,0.609,0.669,4,0.358
8,222,0.445,0.151,0.608,0.922,1,0.927
10,222,0.459,0.324,0.598,0.674,3,0.531
10,222,0.459,0.325,0.596,0.673,4,0.405
8,223,0.454,0.148,0.623,0.915,1,0.935
10,223,0.465,0.318,0.586,0.675,4,0.48
10,223,0.464,0.319,0.589,0.677,3,0.428
8,224,0.46,0.143,0.629,0.914,1,0.916
8,224,0.462,0.139,0.629,0.917,3,0.242
10,224,0.476,0.303,0.577,0.682,3,0.541
10,224,0.476,0.301,0.578,0.681,4,0.278
8,225,0.471,0.135,0.644,0.911,1,0.933
10,225,0.485,0.309,0.565,0.68,4,0.38
10,225,0.485,0.314,0.567,0.683,3,0.364
10,225,0.487,0.313,0.559,0.676,1,0.124
8,226,0.471,0.137,0.644,0.911,1,0.894
8,226,0.474,0.132,0.647,0.912,3,0.239
10,226,0.486,0.314,0.562,0.682,3,0.403
10,226,0.486,0.31,0.562,0.68,4,0.294
10,226,0.487,0.312,0.559,0.676,1,0.118
8,227,0.474,0.159,0.662,0.91,1,0.842
8,227,0.475,0.158,0.67,0.913,3,0.422
10,227,0.484,0.295,0.552,0.673,3,0.32
10,227,0.487,0.29,0.547,0.673,1,0.282
10,227,0.484,0.291,0.55,0.672,4,0.249
8,228,0.476,0.191,0.672,0.912,1,0.769
8,228,0.477,0.171,0.667,0.913,3,0.564
10,228,0.464,0.275,0.573,0.675,3,0.394
10,228,0.465,0.274,0.574,0.674,4,0.285
10,228,0.469,0.273,0.562,0.672,1,0.171
8,229,0.477,0.181,0.651,0.914,1,0.737
8,229,0.478,0.188,0.659,0.914,3,0.477
10,229,0.448,0.275,0.557,0.671,3,0.434
10,229,0.447,0.276,0.553,0.67,4,0.247
10,229,0.449,0.275,0.552,0.668,1,0.16
8,230,0.477,0.199,0.655,0.916,3,0.805
8,230,0.476,0.193,0.651,0.918,1,0.516
10,230,0.438,0.317,0.555,0.672,3,0.346
10,230,0.438,0.313,0.551,0.67,4,0.181
10,230,0.439,0.316,0.552,0.667,1,0.152
8,231,0.463,0.242,0.639,0.917,3,0.784
8,231,0.462,0.234,0.642,0.919,1,0.532
10,231,0.408,0.334,0.549,0.67,3,0.265
10,231,0.411,0.331,0.549,0.67,4,0.261
8,232,0.463,0.247,0.64,0.917,3,0.905
8,232,0.461,0.243,0.638,0.919,1,0.215
10,232,0.411,0.331,0.549,0.669,4,0.189
8,233,0.456,0.217,0.631,0.918,3,0.883
8,233,0.457,0.211,0.632,0.92,1,0.404
10,233,0.392,0.354,0.548,0.669,4,0.439
10,233,0.39,0.356,0.547,0.67,3,0.162
8,234,0.451,0.213,0.639,0.915,3,0.856
8,234,0.451,0.209,0.637,0.919,1,0.384
10,234,0.392,0.348,0.548,0.665,4,0.385
10,234,0.389,0.349,0.547,0.667,3,0.121
8,235,0.435,0.233,0.647,0.916,3,0.893
8,235,0.435,0.237,0.643,0.917,1,0.205
